Port,Protocol,Service,Category,Risk,Description
3460,TCP,EDM-Manger,Infrastructure,Medium,EDM Manger
3461,TCP,EDM-Stager,Infrastructure,Medium,EDM Stager
3462,TCP,EDM-STD-Notify,Infrastructure,Medium,EDM STD Notify
3463,TCP,EDM-ADM-Notify,Infrastructure,Medium,EDM ADM Notify
3464,TCP,EDM-MGR-Sync,Infrastructure,Medium,EDM MGR Sync
3465,TCP,EDM-MGR-Cntrl,Infrastructure,Medium,EDM MGR Cntrl
3466,TCP,WORKFLOW,Infrastructure,Medium,WORKFLOW
3467,TCP,RCST,Infrastructure,Medium,RCST
3468,TCP,TTCM-Remote-Controll,Infrastructure,Medium,TTCM Remote Controll
3469,TCP,Pluribus,Infrastructure,Medium,Pluribus
3470,TCP,jt400,Infrastructure,Medium,jt400
3471,TCP,jt400-ssl,Infrastructure,Medium,jt400-ssl
3535,TCP,MS-LA,Infrastructure,Medium,MS-LA
3563,TCP,Watcom-Debug,Infrastructure,Medium,Watcom Debug
3572,TCP,harlequincouk,Infrastructure,Medium,harlequin.co.uk
3672,TCP,harlequinorb,Infrastructure,Medium,harlequinorb
3689,TCP,Apple-Digital-Audio-Access-Protocol,Development,Medium,Apple Digital Audio Access Protocol
3802,TCP,VHD,Infrastructure,Medium,VHD
3845,TCP,V-ONE-Single-Port-Proxy,Web,Medium,V-ONE Single Port Proxy
3862,TCP,GIGA-POCKET,Infrastructure,Medium,GIGA-POCKET
3875,TCP,PNBSCADA,Infrastructure,Medium,PNBSCADA
3900,TCP,Unidata-UDT-OS,Infrastructure,Medium,Unidata UDT OS
3984,TCP,MAPPER-network-node-manager,Infrastructure,Medium,MAPPER network node manager
3985,TCP,MAPPER-TCP-IP-server,Infrastructure,Medium,MAPPER TCP/IP server
3986,TCP,MAPPER-workstation-server,Infrastructure,Medium,MAPPER workstation server
3987,TCP,Centerline,Infrastructure,Medium,Centerline
4000,TCP,Terabase,Infrastructure,Medium,Terabase
4001,TCP,Cisco-mgmt-NewOak,Infrastructure,Medium,Cisco mgmt / NewOak
4002,TCP,pxc-spvr-ft,Infrastructure,Medium,pxc-spvr-ft
4003,TCP,pxc-splr-ft,Infrastructure,Medium,pxc-splr-ft
4004,TCP,pxc-roid,Infrastructure,Medium,pxc-roid
4005,TCP,pxc-pin,Infrastructure,Medium,pxc-pin
4006,TCP,pxc-spvr,Infrastructure,Medium,pxc-spvr
4007,TCP,pxc-splr,Infrastructure,Medium,pxc-splr
4008,TCP,NetCheque-accounting,Infrastructure,Medium,NetCheque accounting
4009,TCP,Chimera-HWM,Infrastructure,Medium,Chimera HWM
4010,TCP,Samsung-Unidex,Infrastructure,Medium,Samsung Unidex
4011,TCP,Alternate-Service-Boot,Infrastructure,Medium,Alternate Service Boot
4012,TCP,PDA-Gate,Infrastructure,Medium,PDA Gate
4013,TCP,ACL-Manager,Infrastructure,Medium,ACL Manager
4014,TCP,TAICLOCK,Infrastructure,Medium,TAICLOCK
4015,TCP,Talarian-Mcast,Infrastructure,Medium,Talarian Mcast
4016,TCP,Talarian-Mcast,Infrastructure,Medium,Talarian Mcast
4017,TCP,Talarian-Mcast,Infrastructure,Medium,Talarian Mcast
4018,TCP,Talarian-Mcast,Infrastructure,Medium,Talarian Mcast
4019,TCP,Talarian-Mcast,Infrastructure,Medium,Talarian Mcast
4045,TCP,nfs-lockd,Infrastructure,Medium,nfs-lockd
4096,TCP,BRE,Infrastructure,Medium,BRE (Bridge Relay Element)
4097,TCP,Patrol-View,Infrastructure,Medium,Patrol View
4098,TCP,drmsfsd,Infrastructure,Medium,drmsfsd
4099,TCP,DPCP,Infrastructure,Medium,DPCP
4132,TCP,NUTS-Daemon,Infrastructure,Medium,NUTS Daemon
4133,TCP,NUTS-Bootp-Server,Infrastructure,Medium,NUTS Bootp Server
4134,TCP,NIFTY-Serve-HMI-protocol,Infrastructure,Medium,NIFTY-Serve HMI protocol
4141,TCP,Workflow-Server,Infrastructure,Medium,Workflow Server
4142,TCP,Document-Server,Infrastructure,Medium,Document Server
4143,TCP,Document-Replication,Infrastructure,Medium,Document Replication
4144,TCP,Compuserve-pc-windows,Infrastructure,Medium,Compuserve pc windows
4160,TCP,Jini-Discovery,Infrastructure,Medium,Jini Discovery
4199,TCP,EIMS-ADMIN,Infrastructure,Medium,EIMS ADMIN
4299,TCP,earthpathnet,Infrastructure,Medium,earth.path.net
4300,TCP,Corel-CCam,Infrastructure,Medium,Corel CCam
4321,TCP,Remote-Who-Is,Infrastructure,Medium,Remote Who Is
4333,TCP,mini-sql-server,Database,High,mini-sql server
4343,TCP,UNICALL,Infrastructure,Medium,UNICALL
4344,TCP,VinaInstall,Infrastructure,Medium,VinaInstall
4345,TCP,Macro-4-Network-AS,Infrastructure,Medium,Macro 4 Network AS
4346,TCP,ELAN-LM,Infrastructure,Medium,ELAN LM
4347,TCP,LAN-Surveyor,Infrastructure,Medium,LAN Surveyor
4348,TCP,ITOSE,Infrastructure,Medium,ITOSE
4349,TCP,File-System-Port-Map,Infrastructure,Medium,File System Port Map
4350,TCP,Net-Device,Infrastructure,Medium,Net Device
4351,TCP,PLCY-Net-Services,Infrastructure,Medium,PLCY Net Services
4353,TCP,F5-iQuery,Infrastructure,Medium,F5 iQuery
4397,TCP,Phatbot-Worm,Infrastructure,Medium,Phatbot Worm
4442,TCP,Saris,Infrastructure,Medium,Saris
4443,TCP,HTTPS-Alt-C2,C2,Critical,Common malware HTTPS C2 alternative
4444,TCP,Metasploit,C2,Critical,Common reverse shell port
4445,TCP,UPNOTIFYP,Infrastructure,Medium,UPNOTIFYP
4446,TCP,N1-FWP,Infrastructure,Medium,N1-FWP
4447,TCP,N1-RMGMT,Infrastructure,Medium,N1-RMGMT
4448,TCP,ASC-Licence-Manager,Infrastructure,Medium,ASC Licence Manager
4449,TCP,PrivateWire,Infrastructure,Medium,PrivateWire
4450,TCP,Camp,Infrastructure,Medium,Camp
4451,TCP,CTI-System-Msg,Infrastructure,Medium,CTI System Msg
4452,TCP,CTI-Program-Load,Infrastructure,Medium,CTI Program Load
4453,TCP,NSS-Alert-Manager,Infrastructure,Medium,NSS Alert Manager
4454,TCP,NSS-Agent-Manager,Infrastructure,Medium,NSS Agent Manager
4455,TCP,PR-Chat-User,Infrastructure,Medium,PR Chat User
4456,TCP,PR-Chat-Server,Infrastructure,Medium,PR Chat Server
4457,TCP,PR-Register,Infrastructure,Medium,PR Register
4500,TCP,sae-urn,Infrastructure,Medium,sae-urn
4501,TCP,urn-x-cdchoice,Infrastructure,Medium,urn-x-cdchoice
4545,TCP,WorldScores,Infrastructure,Medium,WorldScores
4546,TCP,SF-License-Manager,Infrastructure,Medium,SF License Manager (Sentinel)
4547,TCP,Lanner-License-Manager,Infrastructure,Medium,Lanner License Manager
4557,TCP,FAX-transmission-service,Infrastructure,Medium,FAX transmission service
4559,TCP,HylaFAX-client-service-protocol,Infrastructure,Medium,HylaFAX client-service protocol
4567,TCP,Ruby,Development,Medium,Development service
4568,TCP,BMC-Reporting,Infrastructure,Medium,BMC Reporting
4600,TCP,Piranha1,Infrastructure,Medium,Piranha1
4601,TCP,Piranha2,Infrastructure,Medium,Piranha2
4661,TCP,eDonkey2k,Infrastructure,Medium,eDonkey2k
4662,TCP,eDonkey2k,Infrastructure,Medium,eDonkey2k
4663,TCP,eDonkey,Infrastructure,Medium,eDonkey
4665,TCP,eDonkey2k,Infrastructure,Medium,eDonkey2k
4672,TCP,remote-file-access-server,Infrastructure,Medium,remote file access server
4675,TCP,eMule,Infrastructure,Medium,eMule
4711,TCP,eMule,Infrastructure,Medium,eMule
4751,TCP,W32BeagleV-trojan,Infrastructure,Medium,W32.Beagle.V trojan
4772,TCP,eMule,Infrastructure,Medium,eMule
4800,TCP,Icona-Instant-Messenging-System,Infrastructure,Medium,Icona Instant Messenging System
4801,TCP,Icona-Web-Embedded-Chat,Web,Medium,Icona Web Embedded Chat
4802,TCP,Icona-License-System-Server,Infrastructure,Medium,Icona License System Server
4820,TCP,BackdoorTuxter,Infrastructure,Medium,Backdoor.Tuxter
4827,TCP,HTCP,Infrastructure,Medium,HTCP
4837,TCP,Varadero-0,Infrastructure,Medium,Varadero-0
4838,TCP,Varadero-1,Infrastructure,Medium,Varadero-1
4868,TCP,Photon-Relay,Infrastructure,Medium,Photon Relay
4869,TCP,Photon-Relay-Debug,Infrastructure,Medium,Photon Relay Debug
4885,TCP,ABBS,Infrastructure,Medium,ABBS
4899,TCP,RAdmin-Win32-remote-control,Infrastructure,Medium,RAdmin Win32 remote control
4983,TCP,ATT-Intercom,Infrastructure,Medium,AT&T Intercom
5000,TCP,Web-Alt,Web,Medium,Alternate web server
5001,TCP,filmakercom-Socket-de-Troie,Infrastructure,Medium,filmaker.com / Socket de Troie (Windows Trojan)
5002,TCP,radio-free-ethernet,Infrastructure,Medium,radio free ethernet
5003,TCP,FileMaker-Inc---Proprietary-transport,Infrastructure,Medium,FileMaker Inc. - Proprietary transport
5004,TCP,avt-profile-1,Infrastructure,Medium,avt-profile-1
5005,TCP,avt-profile-2,Infrastructure,Medium,avt-profile-2
5006,TCP,wsm-server,Infrastructure,Medium,wsm server
5007,TCP,wsm-server-ssl,Infrastructure,Medium,wsm server ssl
5010,TCP,TelepathStart,Infrastructure,Medium,TelepathStart
5011,TCP,TelepathAttack,Infrastructure,Medium,TelepathAttack
5020,TCP,zenginkyo-1,Infrastructure,Medium,zenginkyo-1
5021,TCP,zenginkyo-2,Infrastructure,Medium,zenginkyo-2
5042,TCP,asnaacceler8db,Infrastructure,Medium,asnaacceler8db
5050,TCP,Yahoo-Messenger-multimedia-conference-control-tool,Infrastructure,Medium,Yahoo Messenger / multimedia conference control tool
5051,TCP,ITA-Agent,Infrastructure,Medium,ITA Agent
5052,TCP,ITA-Manager,Infrastructure,Medium,ITA Manager
5055,TCP,UNOT,Infrastructure,Medium,UNOT
5060,TCP,SIP,Infrastructure,Medium,SIP
5069,TCP,I-Net-2000-NPR,Infrastructure,Medium,I/Net 2000-NPR
5071,TCP,PowerSchool,Infrastructure,Medium,PowerSchool
5093,TCP,Sentinel-LM,Infrastructure,Medium,Sentinel LM
5099,TCP,SentLM-Srv2Srv,Infrastructure,Medium,SentLM Srv2Srv
5101,TCP,Yahoo-Messenger,Infrastructure,Medium,Yahoo! Messenger
5145,TCP,RMONITOR-SECURE,C2,High,RMONITOR SECURE
5150,TCP,Ascend-Tunnel-Management-Protocol,Infrastructure,Medium,Ascend Tunnel Management Protocol
5151,TCP,ESRI-SDE-Instance,Infrastructure,Medium,ESRI SDE Instance
5152,TCP,ESRI-SDE-Instance-Discovery,Infrastructure,Medium,ESRI SDE Instance Discovery
5165,TCP,ife1corp,Infrastructure,Medium,ife_1corp
5190,TCP,America-Online,Infrastructure,Medium,America-Online
5191,TCP,AmericaOnline1,Infrastructure,Medium,AmericaOnline1
5192,TCP,AmericaOnline2,Infrastructure,Medium,AmericaOnline2
5193,TCP,AmericaOnline3,Infrastructure,Medium,AmericaOnline3
5200,TCP,Targus-AIB-1,Infrastructure,Medium,Targus AIB 1
5201,TCP,Targus-AIB-2,Infrastructure,Medium,Targus AIB 2
5202,TCP,Targus-TNTS-1,Infrastructure,Medium,Targus TNTS 1
5203,TCP,Targus-TNTS-2,Infrastructure,Medium,Targus TNTS 2
5222,TCP,Jabber-Server,Infrastructure,Medium,Jabber Server
5232,TCP,SGI-Distribution-Graphics,Infrastructure,Medium,SGI Distribution Graphics
5236,TCP,padl2sim,Infrastructure,Medium,padl2sim
5272,TCP,PK,Infrastructure,Medium,PK
5300,TCP,HA-cluster-heartbeat,Infrastructure,Medium,HA cluster heartbeat
5301,TCP,HA-cluster-general-services,Infrastructure,Medium,HA cluster general services
5302,TCP,HA-cluster-configuration,Infrastructure,Medium,HA cluster configuration
5303,TCP,HA-cluster-probing,Infrastructure,Medium,HA cluster probing
5304,TCP,HA-Cluster-Commands,Infrastructure,Medium,HA Cluster Commands
5305,TCP,HA-Cluster-Test,Infrastructure,Medium,HA Cluster Test
5306,TCP,Sun-MC-Group,Infrastructure,Medium,Sun MC Group
5307,TCP,SCO-AIP,Infrastructure,Medium,SCO AIP
5308,TCP,CFengine,Infrastructure,Medium,CFengine
5309,TCP,J-Printer,Legacy,Low,J Printer
5310,TCP,Outlaws,Infrastructure,Medium,Outlaws
5311,TCP,TM-Login,Infrastructure,Medium,TM Login
5373,TCP,W32GluberBmm,Infrastructure,Medium,W32.Gluber.B@mm
5400,TCP,Excerpt-Search-Blade-Runner,Infrastructure,Medium,Excerpt Search / Blade Runner (Windows Trojan)
5401,TCP,Excerpt-Search-Secure-Blade-Runner,Infrastructure,Medium,Excerpt Search Secure / Blade Runner (Windows Trojan)
5402,TCP,MFTP-Blade-Runner,FileTransfer,Medium,MFTP / Blade Runner (Windows Trojan)
5403,TCP,HPOMS-CI-LSTN,Infrastructure,Medium,HPOMS-CI-LSTN
5404,TCP,HPOMS-DPS-LSTN,Infrastructure,Medium,HPOMS-DPS-LSTN
5405,TCP,NetSupport,Infrastructure,Medium,NetSupport
5406,TCP,Systemics-Sox,Infrastructure,Medium,Systemics Sox
5407,TCP,Foresyte-Clear,Infrastructure,Medium,Foresyte-Clear
5408,TCP,Foresyte-Sec,Infrastructure,Medium,Foresyte-Sec
5409,TCP,Salient-Data-Server,Infrastructure,Medium,Salient Data Server
5410,TCP,Salient-User-Manager,Infrastructure,Medium,Salient User Manager
5411,TCP,ActNet,Infrastructure,Medium,ActNet
5412,TCP,Continuus,Infrastructure,Medium,Continuus
5413,TCP,WWIOTALK,Infrastructure,Medium,WWIOTALK
5414,TCP,StatusD,Infrastructure,Medium,StatusD
5415,TCP,NS-Server,Infrastructure,Medium,NS Server
5416,TCP,SNS-Gateway,Infrastructure,Medium,SNS Gateway
5417,TCP,SNS-Agent,Infrastructure,Medium,SNS Agent
5418,TCP,MCNTP,Infrastructure,Medium,MCNTP
5419,TCP,DJ-ICE,Infrastructure,Medium,DJ-ICE
5420,TCP,Cylink-C,Infrastructure,Medium,Cylink-C
5421,TCP,Net-Support-2,Infrastructure,Medium,Net Support 2
5422,TCP,Salient-MUX,Infrastructure,Medium,Salient MUX
5423,TCP,VIRTUALUSER,Infrastructure,Medium,VIRTUALUSER
5426,TCP,DEVBASIC,Infrastructure,Medium,DEVBASIC
5427,TCP,SCO-PEER-TTA,Infrastructure,Medium,SCO-PEER-TTA
5428,TCP,TELACONSOLE,Infrastructure,Medium,TELACONSOLE
5429,TCP,Billing-and-Accounting-System-Exchange,Infrastructure,Medium,Billing and Accounting System Exchange
5430,TCP,RADEC-CORP,Infrastructure,Medium,RADEC CORP
5431,TCP,PARK-AGENT,Infrastructure,Medium,PARK AGENT
5432,TCP,PostgreSQL,Database,High,Postgres database
5435,TCP,Data-Tunneling-Transceiver-Linking,Infrastructure,Medium,Data Tunneling Transceiver Linking (DTTL)
5454,TCP,apc-tcp-udp-4,Infrastructure,Medium,apc-tcp-udp-4
5455,TCP,apc-tcp-udp-5,Infrastructure,Medium,apc-tcp-udp-5
5456,TCP,apc-tcp-udp-6,Infrastructure,Medium,apc-tcp-udp-6
5461,TCP,SILKMETER,Infrastructure,Medium,SILKMETER
5462,TCP,TTL-Publisher,Infrastructure,Medium,TTL Publisher
5465,TCP,NETOPS-BROKER,Infrastructure,Medium,NETOPS-BROKER
5490,TCP,Squid-HTTP-Proxy,Web,Medium,Squid HTTP Proxy
5500,TCP,fcp-addr-srvr1,Infrastructure,Medium,fcp-addr-srvr1
5501,TCP,fcp-addr-srvr2,Infrastructure,Medium,fcp-addr-srvr2
5502,TCP,fcp-srvr-inst1,Infrastructure,Medium,fcp-srvr-inst1
5503,TCP,fcp-srvr-inst2,Infrastructure,Medium,fcp-srvr-inst2
5504,TCP,fcp-cics-gw1,Infrastructure,Medium,fcp-cics-gw1
5510,TCP,ACE-Server-Services,Infrastructure,Medium,ACE/Server Services
5520,TCP,ACE-Server-Services,Infrastructure,Medium,ACE/Server Services
5530,TCP,ACE-Server-Services,Infrastructure,Medium,ACE/Server Services
5540,TCP,ACE-Server-Services,Infrastructure,Medium,ACE/Server Services
5550,TCP,ACE-Server-Services-Xtcp-20x,Infrastructure,Medium,ACE/Server Services / Xtcp 2.0x
5554,TCP,Sasser-Worm-FTP-backdoor-SGI-ESP-HTTP,Web,Medium,Sasser Worm FTP backdoor / SGI ESP HTTP
5555,TCP,Android-Debug-Bridge,Malware,High,ADB abuse and malware control
5556,TCP,Mtbd,Infrastructure,Medium,Mtbd (mtb backup)
5559,TCP,Enterprise-Security-Remote-Install-axentcom,Hypervisor,High,Enterprise Security Remote Install axent.com
5599,TCP,Enterprise-Security-Remote-Install,Infrastructure,Medium,Enterprise Security Remote Install
5600,TCP,Enterprise-Security-Manager,Infrastructure,Medium,Enterprise Security Manager
5601,TCP,Kibana,Infrastructure,Medium,Elastic UI
5602,TCP,A1-MSC,Infrastructure,Medium,A1-MSC
5603,TCP,A1-BS,Infrastructure,Medium,A1-BS
5604,TCP,A3-SDUNode,Infrastructure,Medium,A3-SDUNode
5605,TCP,A4-SDUNode,Infrastructure,Medium,A4-SDUNode
5631,TCP,pcANYWHEREdata,Infrastructure,Medium,pcANYWHEREdata
5632,TCP,pcANYWHEREstat,Infrastructure,Medium,pcANYWHEREstat
5678,TCP,LinkSys-EtherFast-Router-Remote-Administration-Remote-Replic,Infrastructure,Medium,LinkSys EtherFast Router Remote Administration / Remote Replication Agent Connection
5679,TCP,Direct-Cable-Connect-Manager,Infrastructure,Medium,Direct Cable Connect Manager
5680,TCP,Canna,Infrastructure,Medium,Canna (Japanese Input)
5713,TCP,proshare-conf-audio,Infrastructure,Medium,proshare conf audio
5714,TCP,proshare-conf-video,Infrastructure,Medium,proshare conf video
5715,TCP,proshare-conf-data,Infrastructure,Medium,proshare conf data
5716,TCP,proshare-conf-request,Infrastructure,Medium,proshare conf request
5717,TCP,proshare-conf-notify,Infrastructure,Medium,proshare conf notify
5729,TCP,Openmail-User-Agent-Layer,Infrastructure,Medium,Openmail User Agent Layer
5741,TCP,IDA-Discover-Port-1,Infrastructure,Medium,IDA Discover Port 1
5742,TCP,IDA-Discover-Port-2-Wincrash,Infrastructure,Medium,IDA Discover Port 2 / Wincrash (Windows Trojan)
5745,TCP,fcopy-server,Infrastructure,Medium,fcopy-server
5746,TCP,fcopys-server,Infrastructure,Medium,fcopys-server
5755,TCP,OpenMail-Desk-Gateway-server,Infrastructure,Medium,OpenMail Desk Gateway server
5757,TCP,OpenMail-X500-Directory-Server,C2,High,OpenMail X.500 Directory Server
5766,TCP,OpenMail-NewMail-Server,Infrastructure,Medium,OpenMail NewMail Server
5767,TCP,OpenMail-Suer-Agent-Layer,Infrastructure,Medium,OpenMail Suer Agent Layer (Secure)
5768,TCP,OpenMail-CMTS-Server,Infrastructure,Medium,OpenMail CMTS Server
5771,TCP,NetAgent,Infrastructure,Medium,NetAgent
5800,TCP,VNC-Virtual-Network-Computing,RemoteAccess,High,VNC Virtual Network Computing
5801,TCP,VNC-Virtual-Network-Computing,RemoteAccess,High,VNC Virtual Network Computing
5813,TCP,ICMPD,Infrastructure,Medium,ICMPD
5859,TCP,WHEREHOO,Infrastructure,Medium,WHEREHOO
5882,TCP,Y3k,Infrastructure,Medium,Y3k
5900,TCP,VNC,RemoteAccess,Critical,Remote desktop
5901,TCP,VNC-Virtual-Network-Computing,RemoteAccess,High,VNC Virtual Network Computing
5968,TCP,mppolicy-v5,Infrastructure,Medium,mppolicy-v5
5969,TCP,mppolicy-mgr,Infrastructure,Medium,mppolicy-mgr
5977,TCP,NCD-preferences-TCP-port,Infrastructure,Medium,NCD preferences TCP port
5978,TCP,NCD-diagnostic-TCP-port,Infrastructure,Medium,NCD diagnostic TCP port
5979,TCP,NCD-configuration-TCP-port,Infrastructure,Medium,NCD configuration TCP port
5980,TCP,VNC-Virtual-Network-Computing,RemoteAccess,High,VNC Virtual Network Computing
5981,TCP,VNC-Virtual-Network-Computing,RemoteAccess,High,VNC Virtual Network Computing
5987,TCP,Solaris-Web-Enterprise-Management-RMI,Web,Medium,Solaris Web Enterprise Management RMI
5997,TCP,NCD-preferences-telnet-port,RemoteAccess,High,NCD preferences telnet port
5998,TCP,NCD-diagnostic-telnet-port,RemoteAccess,High,NCD diagnostic telnet port
5999,TCP,CVSup,Infrastructure,Medium,CVSup
6000,TCP,X-Windows-W32LoveGateak-virus,Infrastructure,Medium,X-Windows / W32.LoveGate.ak virus
6001,TCP,Cisco-mgmt,Infrastructure,Medium,Cisco mgmt
6003,TCP,Half-Life-WON-server,Infrastructure,Medium,Half-Life WON server
6063,TCP,X-Windows-System-mitedu,Infrastructure,Medium,X Windows System mit.edu
6064,TCP,NDL-AHP-SVC,Infrastructure,Medium,NDL-AHP-SVC
6065,TCP,WinPharaoh,Infrastructure,Medium,WinPharaoh
6066,TCP,EWCTSP,Infrastructure,Medium,EWCTSP
6067,TCP,SRB,Infrastructure,Medium,SRB
6068,TCP,GSMP,Infrastructure,Medium,GSMP
6069,TCP,TRIP,Infrastructure,Medium,TRIP
6070,TCP,Messageasap,Infrastructure,Medium,Messageasap
6071,TCP,SSDTP,Infrastructure,Medium,SSDTP
6072,TCP,DIAGNOSE-PROC,Infrastructure,Medium,DIAGNOSE-PROC
6073,TCP,DirectPlay8,Infrastructure,Medium,DirectPlay8
6100,TCP,SynchroNet-db,Infrastructure,Medium,SynchroNet-db
6101,TCP,SynchroNet-rtc,Infrastructure,Medium,SynchroNet-rtc
6102,TCP,SynchroNet-upd,Infrastructure,Medium,SynchroNet-upd
6103,TCP,RETS,Infrastructure,Medium,RETS
6104,TCP,DBDB,Infrastructure,Medium,DBDB
6105,TCP,Prima-Server,Infrastructure,Medium,Prima Server
6106,TCP,MPS-Server,Infrastructure,Medium,MPS Server
6107,TCP,ETC-Control,Infrastructure,Medium,ETC Control
6108,TCP,Sercomm-SCAdmin,Infrastructure,Medium,Sercomm-SCAdmin
6109,TCP,GLOBECAST-ID,Infrastructure,Medium,GLOBECAST-ID
6110,TCP,HP-SoftBench-CM,Infrastructure,Medium,HP SoftBench CM
6111,TCP,HP-SoftBench-Sub-Process-Control,Infrastructure,Medium,HP SoftBench Sub-Process Control
6112,TCP,dtspcd-Blizzard-Battlenet,Infrastructure,Medium,dtspcd / Blizzard Battlenet
6123,TCP,Backup-Express,Infrastructure,Medium,Backup Express
6129,TCP,DameWare,Infrastructure,Medium,DameWare
6141,TCP,Meta-Corporation-License-Manager,Infrastructure,Medium,Meta Corporation License Manager
6142,TCP,Aspen-Technology-License-Manager,Infrastructure,Medium,Aspen Technology License Manager
6143,TCP,Watershed-License-Manager,Infrastructure,Medium,Watershed License Manager
6144,TCP,StatSci-License-Manager---1,Infrastructure,Medium,StatSci License Manager - 1
6145,TCP,StatSci-License-Manager---2,Infrastructure,Medium,StatSci License Manager - 2
6146,TCP,Lone-Wolf-Systems-License-Manager,Infrastructure,Medium,Lone Wolf Systems License Manager
6147,TCP,Montage-License-Manager,Infrastructure,Medium,Montage License Manager
6148,TCP,Ricardo-North-America-License-Manager,Infrastructure,Medium,Ricardo North America License Manager
6149,TCP,tal-pod,Infrastructure,Medium,tal-pod
6253,TCP,CRIP,Infrastructure,Medium,CRIP
6321,TCP,Empress-Software-Connectivity-Server-1,Infrastructure,Medium,Empress Software Connectivity Server 1
6322,TCP,Empress-Software-Connectivity-Server-2,Infrastructure,Medium,Empress Software Connectivity Server 2
6346,TCP,Gnutella-Bearshare-file-sharing-Application,Infrastructure,Medium,Gnutella/Bearshare file sharing Application
6348,TCP,Limewire-P2P,Infrastructure,Medium,Limewire P2P
6389,TCP,clariion-evr01,Infrastructure,Medium,clariion-evr01
6400,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6401,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6402,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6403,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6404,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6405,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6406,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6407,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6408,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6409,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6410,TCP,saegatesoftwarecom,Infrastructure,Medium,saegatesoftware.com
6455,TCP,SKIP-Certificate-Receive,Infrastructure,Medium,SKIP Certificate Receive
6456,TCP,SKIP-Certificate-Send,Infrastructure,Medium,SKIP Certificate Send
6471,TCP,LVision-License-Manager,Infrastructure,Medium,LVision License Manager
6500,TCP,BoKS-Master,Infrastructure,Medium,BoKS Master
6501,TCP,BoKS-Servc,Infrastructure,Medium,BoKS Servc
6502,TCP,BoKS-Servm,Infrastructure,Medium,BoKS Servm
6503,TCP,BoKS-Clntd,Infrastructure,Medium,BoKS Clntd
6505,TCP,BoKS-Admin-Private-Port,Infrastructure,Medium,BoKS Admin Private Port
6506,TCP,BoKS-Admin-Public-Port,Infrastructure,Medium,BoKS Admin Public Port
6507,TCP,BoKS-Dir-Server-Private-Port,Infrastructure,Medium,BoKS Dir Server Private Port
6508,TCP,BoKS-Dir-Server-Public-Port,Infrastructure,Medium,BoKS Dir Server Public Port
6547,TCP,apc-tcp-udp-1,Infrastructure,Medium,apc-tcp-udp-1
6548,TCP,apc-tcp-udp-2,Infrastructure,Medium,apc-tcp-udp-2
6549,TCP,apc-tcp-udp-3,Infrastructure,Medium,apc-tcp-udp-3
6550,TCP,fg-sysupdate,Infrastructure,Medium,fg-sysupdate
6558,TCP,xdsxdm,Infrastructure,Medium,xdsxdm
6588,TCP,AnalogX-Web-Proxy,Web,Medium,AnalogX Web Proxy
6665,TCP,Internet-Relay-Chat,Infrastructure,Medium,Internet Relay Chat
6666,TCP,IRC-Alt,C2,High,Alternate IRC used by botnets
6667,TCP,IRC,Chat,Medium,IRC communication
6668,TCP,IRC-Alt,C2,High,IRC variant used by malware
6669,TCP,IRC-Alt,C2,High,IRC variant used by botnets
6670,TCP,Vocaltec-Global-Online-Directory-Deep-Throat-2,C2,High,Vocaltec Global Online Directory / Deep Throat 2 (Windows Trojan)
6672,TCP,visionserver,Infrastructure,Medium,vision_server
6673,TCP,visionelmd,Infrastructure,Medium,vision_elmd
6699,TCP,Napster,Infrastructure,Medium,Napster
6700,TCP,Napster-Carracho,Infrastructure,Medium,Napster / Carracho (server)
6701,TCP,KTI-ICAD-Nameserver,Infrastructure,Medium,KTI/ICAD Nameserver
6711,TCP,SubSeven,Infrastructure,Medium,SubSeven (Windows Trojan)
6723,TCP,DDOS-communication-TCP,Infrastructure,Medium,DDOS communication TCP
6767,TCP,BMC-PERFORM-AGENT,Infrastructure,Medium,BMC PERFORM AGENT
6768,TCP,BMC-PERFORM-MGRD,Infrastructure,Medium,BMC PERFORM MGRD
6776,TCP,SubSeven-BackDoor-G,Infrastructure,Medium,SubSeven/BackDoor-G (Windows Trojan)
6777,TCP,W32BeagleA-trojan,Infrastructure,Medium,W32.Beagle.A trojan
6789,TCP,IBM-DB2,Database,Medium,IBM DB2
6790,TCP,HNMP-IBM-DB2,Database,Medium,HNMP / IBM DB2
6831,TCP,ambit-lm,Infrastructure,Medium,ambit-lm
6841,TCP,Netmo-Default,Infrastructure,Medium,Netmo Default
6842,TCP,Netmo-HTTP,Web,Medium,Netmo HTTP
6850,TCP,ICCRUSHMORE,Infrastructure,Medium,ICCRUSHMORE
6881,TCP,BitTorrent-Network,C2,High,BitTorrent Network
6888,TCP,MUSE,Infrastructure,Medium,MUSE
